Post Date,Due Date,Encoded Name,Invoice #,Charge Category,Charge Detail,Program,Program Schedule,Billing Term,Original Charge,Discount 1,Discount 2,Discount 3,Discount 4,Discount Amount,Original Charge Amount,Adjustment Amount,Current Charge Amount,Encoded Name
6/30/2023,6/30/2023,AB434,64621903,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,, $-   ,$448.00 , $-   ,$448.00 ,AB434
6/30/2023,6/30/2023,BV903,64625011,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,,($132.79),$315.21 , $-   ,$315.21 ,BV903
6/30/2023,6/30/2023,BV903,64624826,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,,($128.70),$319.30 , $-   ,$319.30 ,BV903
6/30/2023,6/30/2023,BV903,64624878,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,,($128.69),$319.31 , $-   ,$319.31 ,BV903
6/30/2023,6/30/2023,BG645,64623288,Tuition,CCA,Primary,FD,Monthly,$400.00 ,,,,,($128.38),$271.62 , $-   ,$271.62 ,BG645
6/30/2023,6/30/2023,BG645,64623268,Tuition,CCA,Primary,FD,Monthly,$400.00 ,,,,,($124.62),$275.38 , $-   ,$275.38 ,BG645
6/30/2023,6/30/2023,CJ431,64624072,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,,($11.66),$436.34 , $-   ,$436.34 ,CJ431
6/30/2023,6/30/2023,CJ431,64623724,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,,($11.31),$436.69 , $-   ,$436.69 ,CJ431
6/30/2023,6/30/2023,CJ431,64623604,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,,($11.30),$436.70 , $-   ,$436.70 ,CJ431
6/30/2023,6/30/2023,CM826,64621293,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,,($63.25),$384.75 , $-   ,$384.75 ,CM826
6/30/2023,6/30/2023,CM826,64621019,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,,($63.25),$384.75 ,($384.75), $-   ,CM826
6/30/2023,6/30/2023,CM826,64620942,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,,($61.31),$386.69 , $-   ,$386.69 ,CM826
6/30/2023,6/30/2023,CM826,64620923,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,,($61.30),$386.70 , $-   ,$386.70 ,CM826
6/30/2023,6/30/2023,ET995,64625268,Tuition,CCA,Elementary,FD,Monthly,$349.85 ,,,,, $-   ,$349.85 , $-   ,$349.85 ,ET995
6/30/2023,6/30/2023,ET995,64625298,Tuition,CCA,Elementary,FD,Monthly,$384.00 ,,,,, $-   ,$384.00 , $-   ,$384.00 ,ET995
6/30/2023,6/30/2023,GA624,64621661,Tuition,CCA,Elementary,FD,Monthly,$192.00 ,,,,, $-   ,$192.00 , $-   ,$192.00 ,GA624
6/30/2023,6/30/2023,JF474,64624539,Tuition,CCA,Primary,FD,Monthly,$120.00 ,,,,, $-   ,$120.00 , $-   ,$120.00 ,JF474
6/30/2023,6/30/2023,JF474,64624615,Tuition,CCA,Primary,FD,Monthly,$400.00 ,,,,,($128.30),$271.70 , $-   ,$271.70 ,JF474
6/30/2023,6/30/2023,JF474,64624539,Tuition,CCA,Toddler,FD,Monthly,$296.80 ,,,,,($124.35),$172.45 , $-   ,$172.45 ,JF474
6/30/2023,6/30/2023,JF474,64624437,Tuition,CCA,Toddler,FD,Monthly,$416.80 ,,,,,($124.35),$292.45 , $-   ,$292.45 ,JF474
6/30/2023,6/30/2023,LB193,64623478,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($128.30),$295.70 , $-   ,$295.70 ,LB193
6/30/2023,6/30/2023,LB193,64623451,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($124.35),$299.65 , $-   ,$299.65 ,LB193
6/30/2023,6/30/2023,LB193,64623431,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($124.35),$299.65 , $-   ,$299.65 ,LB193
6/30/2023,6/30/2023,NA786,64621796,Tuition,CCA,Infant,FD,Monthly,$224.00 ,,,,, $-   ,$224.00 , $-   ,$224.00 ,NA786
6/30/2023,6/30/2023,NH274,64622713,Tuition,CCA,Elementary,FD,Monthly,$315.70 ,,,,,($48.26),$267.44 , $-   ,$267.44 ,NH274
6/30/2023,6/30/2023,NH274,64622157,Tuition,CCA,Elementary,FD,Monthly,$267.44 ,,,,, $-   ,$267.44 ,($267.44), $-   ,NH274
6/30/2023,6/30/2023,NH274,64622833,Tuition,CCA,Elementary,FD,Monthly,$349.85 ,,,,,($48.26),$301.59 , $-   ,$301.59 ,NH274
6/30/2023,6/30/2023,NH274,64622882,Tuition,CCA,Elementary,FD,Monthly,$384.00 ,,,,,($49.80),$334.20 , $-   ,$334.20 ,NH274
6/30/2023,6/30/2023,RE896,64625517,Tuition,CCA,Primary,FD,Monthly,$200.00 ,,,,, $-   ,$200.00 , $-   ,$200.00 ,RE896
6/30/2023,6/30/2023,RE896,64625604,Tuition,CCA,Primary,FD,Monthly,$400.00 ,,,,, $-   ,$400.00 , $-   ,$400.00 ,RE896
6/30/2023,6/30/2023,RE896,64625517,Tuition,CCA,Toddler,FD,Monthly,$212.00 ,,,,, $-   ,$212.00 , $-   ,$212.00 ,RE896
6/30/2023,6/30/2023,RE750,64625949,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,,($214.44),$233.56 , $-   ,$233.56 ,RE750
6/30/2023,6/30/2023,RE750,64625760,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,,($207.83),$240.17 , $-   ,$240.17 ,RE750
6/30/2023,6/30/2023,RE750,64625893,Tuition,CCA,Infant,FD,Monthly,$448.00 ,,,,,($207.82),$240.18 , $-   ,$240.18 ,RE750
6/30/2023,6/30/2023,RA133,64621707,Tuition,CCA,Elementary,FD,Monthly,$192.00 ,,,,, $-   ,$192.00 , $-   ,$192.00 ,RA133
6/30/2023,6/30/2023,TL619,64624234,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($65.75),$358.25 , $-   ,$358.25 ,TL619
6/30/2023,6/30/2023,TL619,64624162,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($1.74),$422.26 , $-   ,$422.26 ,TL619
6/30/2023,6/30/2023,TL619,64624131,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($1.74),$422.26 , $-   ,$422.26 ,TL619
6/30/2023,6/30/2023,UO109,64620824,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($128.30),$295.70 , $-   ,$295.70 ,UO109
6/30/2023,6/30/2023,UO109,64620770,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($124.35),$299.65 , $-   ,$299.65 ,UO109
6/30/2023,6/30/2023,UO109,64620678,Tuition,CCA,Toddler,FD,Monthly,$424.00 ,,,,,($124.35),$299.65 , $-   ,$299.65 ,UO109
6/30/2023,6/30/2023,ZZ428,64626123,Tuition,CCA,Primary,FD,Monthly,$280.00 ,,,,, $-   ,$280.00 , $-   ,$280.00 ,ZZ428
6/26/2023,7/1/2023,AJ157,58307076,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Sibling / family discount,,,,($50.00),$950.00 , $-   ,$950.00 ,AJ157
6/26/2023,7/1/2023,AB723,58050551,Tuition,,Primary,FD,Monthly,"$1,000.00 ",,,,, $-   ,"$1,000.00 ", $-   ,"$1,000.00 ",AB723
6/26/2023,7/1/2023,AE928,59848525,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Sibling / family discount, CCA,,,"($1,050.00)", $-   , $-   , $-   ,AE928
6/26/2023,7/1/2023,AA792,59841066,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Employee discount,,,,"($1,050.00)", $-   , $-   , $-   ,AA792
6/26/2023,7/1/2023,AO557,58048485,Tuition,,Toddler,5SD,Monthly,"$1,050.00 ",,,,, $-   ,"$1,050.00 ", $-   ,"$1,050.00 ",AO557
6/26/2023,7/1/2023,AB434,48057450,Tuition,,Infant,FD,Monthly,"$1,155.00 ",,,,,"($1,155.00)", $-   , $-   , $-   ,AB434
6/26/2023,7/1/2023,AA922,51845763,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Healthcare Worker,,,,($50.00),$950.00 , $-   ,$950.00 ,AA922
6/26/2023,7/1/2023,AJ732,48083589,Tuition,,Primary,FD,Monthly,$950.00 ,Employee discount,,,,($950.00), $-   , $-   , $-   ,AJ732
6/26/2023,7/1/2023,AF115,62000529,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount,,,,($50.00),"$1,050.00 ", $-   ,"$1,050.00 ",AF115
6/26/2023,7/1/2023,AB206,53749529,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Employee discount,,,,"($1,000.00)", $-   , $-   , $-   ,AB206
6/26/2023,7/1/2023,AK875,58049727,Tuition,,Primary,5SD,Monthly,$950.00 ,,,,, $-   ,$950.00 , $-   ,$950.00 ,AK875
6/26/2023,7/1/2023,AQ336,59135930,Tuition,,Elementary,5SD,Monthly,"$1,000.00 ",Military Discount,,,,($50.00),$950.00 , $-   ,$950.00 ,AQ336
6/26/2023,7/1/2023,AA675,48079241,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Old Price Discount,,,,($50.00),$950.00 , $-   ,$950.00 ,AA675
6/26/2023,7/1/2023,AB584,58055604,Tuition,,Elementary,5SD,Monthly,"$1,000.00 ",Old Price Discount, Sibling / family discount,,,($97.50),$902.50 ,($902.50), $-   ,AB584
6/26/2023,7/1/2023,AP659,60743354,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Sibling / family discount, Corporate Discount,,,($97.50),$902.50 , $-   ,$902.50 ,AP659
6/26/2023,7/1/2023,AJ701,48079156,Tuition,,Primary,FD,Monthly,"$1,000.00 ",,,,,"($1,000.00)", $-   , $-   , $-   ,AJ701
6/26/2023,7/1/2023,AT168,58039837,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount,,,,($50.00),"$1,050.00 ", $-   ,"$1,050.00 ",AT168
6/26/2023,7/1/2023,AC367,48079160,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Healthcare Worker, Military Discount, Waiver,,($550.00),$450.00 , $-   ,$450.00 ,AC367
6/26/2023,7/1/2023,AM803,58048483,Tuition,,Toddler,5SD,Monthly,"$1,050.00 ",Sibling / family discount,,,,($52.50),$997.50 , $-   ,$997.50 ,AM803
6/26/2023,7/1/2023,AS333,61306815,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Friends & Family,,,,($50.00),$950.00 , $-   ,$950.00 ,AS333
6/26/2023,7/1/2023,AM420,48079041,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Sibling / family discount,,,,($55.00),"$1,045.00 ", $-   ,"$1,045.00 ",AM420
6/26/2023,7/1/2023,AH405,50872704,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount, Sibling / family discount,,,($102.50),$997.50 , $-   ,$997.50 ,AH405
6/26/2023,7/1/2023,AJ459,58040125,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount,,,,($50.00),"$1,050.00 ", $-   ,"$1,050.00 ",AJ459
6/26/2023,7/1/2023,BU753,58049739,Tuition,,Primary,5SD,Monthly,$950.00 ,Old Price Discount,,,,($100.00),$850.00 , $-   ,$850.00 ,BU753
6/26/2023,7/1/2023,BG645,57355770,Tuition,CCA,Primary,FD,Monthly,$286.00 ,,,,, $-   ,$286.00 , $-   ,$286.00 ,BG645
6/26/2023,7/1/2023,CC235,55311780,Tuition,,Elementary,5SD,Monthly,"$1,000.00 ",,,,, $-   ,"$1,000.00 ", $-   ,"$1,000.00 ",CC235
6/26/2023,7/1/2023,CM826,57357430,Tuition,,Infant,FD,Monthly,$143.00 ,,,,, $-   ,$143.00 , $-   ,$143.00 ,CM826
6/26/2023,7/1/2023,DT181,48056363,Tuition,,Infant,FD,Monthly,"$1,155.00 ",,,,, $-   ,"$1,155.00 ", $-   ,"$1,155.00 ",DT181
6/26/2023,7/1/2023,DA466,62600047,Tuition,,Primary,5HD,Monthly,$900.00 ,Corporate Discount,,,,($45.00),$855.00 , $-   ,$855.00 ,DA466
6/26/2023,7/1/2023,DS619,59344271,Tuition,,Infant,FD,Monthly,"$1,155.00 ",,,,, $-   ,"$1,155.00 ", $-   ,"$1,155.00 ",DS619
6/26/2023,7/1/2023,DM302,58050577,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Old Price Discount, Sibling / family discount,,,($97.50),$902.50 , $-   ,$902.50 ,DM302
6/26/2023,7/1/2023,DH221,58050589,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Sibling / family discount,,,,($50.00),$950.00 ,($950.00), $-   ,DH221
6/26/2023,7/1/2023,DM499,58039839,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount, Corporate Discount,,,($102.50),$997.50 , $-   ,$997.50 ,DM499
6/26/2023,7/1/2023,DE784,58670667,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Sibling / family discount,,,,($52.50),$997.50 , $-   ,$997.50 ,DE784
6/26/2023,7/1/2023,ES118,54648355,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",,,,, $-   ,"$1,100.00 ", $-   ,"$1,100.00 ",ES118
6/26/2023,7/1/2023,EN878,58040113,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount,,,,($50.00),"$1,050.00 ", $-   ,"$1,050.00 ",EN878
6/26/2023,7/1/2023,ER947,48079548,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Old Price Discount,,,,($50.00),$950.00 , $-   ,$950.00 ,ER947
6/26/2023,7/1/2023,EF185,58039832,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount, Teacher Discount,,,($102.50),$997.50 , $-   ,$997.50 ,EF185
6/26/2023,7/1/2023,EK601,58050587,Tuition,,Primary,FD,Monthly,"$1,000.00 ",,,,, $-   ,"$1,000.00 ", $-   ,"$1,000.00 ",EK601
6/26/2023,7/1/2023,EC567,48079363,Tuition,,Infant,FD,Monthly,"$1,155.00 ",,,,, $-   ,"$1,155.00 ", $-   ,"$1,155.00 ",EC567
6/26/2023,7/1/2023,EA165,57877967,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",,,,, $-   ,"$1,050.00 ", $-   ,"$1,050.00 ",EA165
6/26/2023,7/1/2023,ET932,48729424,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",,,,, $-   ,"$1,100.00 ", $-   ,"$1,100.00 ",ET932
6/26/2023,7/1/2023,EM146,48079560,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Healthcare Worker,,,,($50.00),$950.00 , $-   ,$950.00 ,EM146
6/26/2023,7/1/2023,EH346,58040117,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",,,,, $-   ,"$1,100.00 ","($1,100.00)", $-   ,EH346
6/26/2023,7/1/2023,EM906,58049730,Tuition,,Primary,5SD,Monthly,$950.00 ,Healthcare Worker,,,,($47.50),$902.50 , $-   ,$902.50 ,EM906
6/26/2023,7/1/2023,GH513,48729324,Tuition,,Primary,FD,Monthly,"$1,000.00 ",,,,, $-   ,"$1,000.00 ", $-   ,"$1,000.00 ",GH513
6/26/2023,7/1/2023,GH526,48080129,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",,,,, $-   ,"$1,100.00 ", $-   ,"$1,100.00 ",GH526
6/26/2023,7/1/2023,HF905,59833259,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Healthcare Worker,,,,($52.50),$997.50 , $-   ,$997.50 ,HF905
6/26/2023,7/1/2023,HT997,51435293,Tuition,,Infant,FD,Monthly,"$1,155.00 ",,,,,"($1,155.00)", $-   , $-   , $-   ,HT997
6/26/2023,7/1/2023,HR233,52597226,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",,,,, $-   ,"$1,100.00 ", $-   ,"$1,100.00 ",HR233
6/26/2023,7/1/2023,HT169,51435297,Tuition,,Infant,FD,Monthly,"$1,155.00 ",,,,,"($1,155.00)", $-   , $-   , $-   ,HT169
6/26/2023,7/1/2023,ID192,58040123,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Teacher Discount,,,,($110.00),$990.00 , $-   ,$990.00 ,ID192
6/26/2023,7/1/2023,IK711,58039630,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount,,,,($50.00),"$1,050.00 ", $-   ,"$1,050.00 ",IK711
6/26/2023,7/1/2023,IO751,58039626,Tuition,,Toddler,FD,Monthly,"$1,000.00 ",Old Price Discount, Corporate Discount,,,($97.50),$902.50 , $-   ,$902.50 ,IO751
6/26/2023,7/1/2023,IB398,58040115,Tuition,,Toddler,5SD,Monthly,"$1,050.00 ",Old Price Discount,,,,($50.00),"$1,000.00 ", $-   ,"$1,000.00 ",IB398
6/28/2023,7/1/2023,JA221,63700462,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Employee discount,,,,"($1,000.00)", $-   , $-   , $-   ,JA221
6/26/2023,7/1/2023,JI590,58049744,Tuition,,Primary,5SD,Monthly,$950.00 ,,,,, $-   ,$950.00 ,($950.00), $-   ,JI590
6/26/2023,7/1/2023,JG940,53819818,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",,,,, $-   ,"$1,100.00 ", $-   ,"$1,100.00 ",JG940
6/26/2023,7/1/2023,JF474,57358520,Tuition,,Toddler,FD,Monthly,$286.00 ,,,,, $-   ,$286.00 , $-   ,$286.00 ,JF474
6/26/2023,7/1/2023,JT755,58050559,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Old Price Discount, Sibling / family discount, Healthcare Worker,,($142.62),$857.38 , $-   ,$857.38 ,JT755
6/26/2023,7/1/2023,KK412,58046654,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",,,,, $-   ,"$1,100.00 ", $-   ,"$1,100.00 ",KK412
6/26/2023,7/1/2023,KP691,60743532,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Financial aid,,,,($105.00),$895.00 , $-   ,$895.00 ,KP691
6/26/2023,7/1/2023,KJ993,48083124,Tuition,,Elementary,FD,Monthly,"$1,000.00 ",Employee discount,,,,"($1,000.00)", $-   , $-   , $-   ,KJ993
6/26/2023,7/1/2023,KB487,48079631,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Old Price Discount,,,,($50.00),$950.00 , $-   ,$950.00 ,KB487
6/26/2023,7/1/2023,LM654,58039618,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount,,,,($50.00),"$1,050.00 ", $-   ,"$1,050.00 ",LM654
6/26/2023,7/1/2023,LB193,48085995,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",,,,,($814.00),$286.00 ,($150.00),$136.00 ,LB193
6/26/2023,7/1/2023,LB679,48717305,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",,,,, $-   ,"$1,100.00 ", $-   ,"$1,100.00 ",LB679
6/26/2023,7/1/2023,LJ120,50872730,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",,,,,"($1,100.00)", $-   , $-   , $-   ,LJ120
6/26/2023,7/1/2023,LH141,58050583,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Old Price Discount,,,,($50.00),$950.00 , $-   ,$950.00 ,LH141
6/26/2023,7/1/2023,LK967,58050579,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Old Price Discount, Sibling / family discount,,,($97.50),$902.50 , $-   ,$902.50 ,LK967
6/26/2023,7/1/2023,LS215,58048853,Tuition,,Toddler,5HD,Monthly,"$1,000.00 ",,,,, $-   ,"$1,000.00 ", $-   ,"$1,000.00 ",LS215
6/26/2023,7/1/2023,LS329,58049736,Tuition,,Primary,5SD,Monthly,$950.00 ,Healthcare Worker,,,,($47.50),$902.50 , $-   ,$902.50 ,LS329
6/26/2023,7/1/2023,ME928,58040130,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",,,,, $-   ,"$1,100.00 ", $-   ,"$1,100.00 ",ME928
6/26/2023,7/1/2023,MM838,59344692,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Corporate Discount,,,,($55.00),"$1,045.00 ", $-   ,"$1,045.00 ",MM838
6/26/2023,7/1/2023,MA994,54512850,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Military Discount,,,,($55.00),"$1,045.00 ", $-   ,"$1,045.00 ",MA994
6/26/2023,7/1/2023,ML404,59832875,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Sibling / family discount,,,,($52.50),$997.50 , $-   ,$997.50 ,ML404
6/26/2023,7/1/2023,ML353,58050581,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Old Price Discount, Corporate Discount,,,($97.50),$902.50 ,($902.50), $-   ,ML353
6/26/2023,7/1/2023,MB500,54912340,Tuition,,Infant,FD,Monthly,"$1,155.00 ",,,,, $-   ,"$1,155.00 ", $-   ,"$1,155.00 ",MB500
6/26/2023,7/1/2023,MA985,48056880,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Healthcare Worker,,,,($55.00),"$1,045.00 ", $-   ,"$1,045.00 ",MA985
6/26/2023,7/1/2023,MV832,51845755,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Friends & Family,,,,($200.00),$800.00 , $-   ,$800.00 ,MV832
6/26/2023,7/1/2023,MT215,48080117,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",,,,, $-   ,"$1,100.00 ", $-   ,"$1,100.00 ",MT215
6/26/2023,7/1/2023,MA674,48079334,Tuition,,Primary,5HD,Monthly,$900.00 ,Old Price Discount,,,,($50.00),$850.00 , $-   ,$850.00 ,MA674
6/26/2023,7/1/2023,MR369,48081127,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",,,,, $-   ,"$1,100.00 ", $-   ,"$1,100.00 ",MR369
6/26/2023,7/1/2023,MS696,58053417,Tuition,,Primary,5SD,Monthly,$950.00 ,Healthcare Worker,,,,($47.50),$902.50 , $-   ,$902.50 ,MS696
6/26/2023,7/1/2023,NJ160,59833516,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",Healthcare Worker,,,,($52.50),$997.50 , $-   ,$997.50 ,NJ160
6/26/2023,7/1/2023,NA429,54519922,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Employee discount,,,,"($1,100.00)", $-   , $-   , $-   ,NA429
6/26/2023,7/1/2023,NA786,59671758,Tuition,,Infant,FD,Monthly,"$1,155.00 ",,,,,"($1,155.00)", $-   , $-   , $-   ,NA786
6/26/2023,7/1/2023,NG856,52597281,Tuition,,Toddler,5HD,Monthly,"$1,000.00 ",,,,, $-   ,"$1,000.00 ", $-   ,"$1,000.00 ",NG856
6/26/2023,7/1/2023,NH274,57357728,Tuition,,Elementary,5SD,Monthly,"$1,000.00 ",,,,,($889.00),$111.00 , $-   ,$111.00 ,NH274
6/26/2023,7/1/2023,OC751,60072718,Tuition,,Toddler,3SD,Monthly,"$1,000.00 ",Old Price Discount, Teacher Discount,,,($97.50),$902.50 , $-   ,$902.50 ,OC751
6/26/2023,7/1/2023,OM863,58040121,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",,,,, $-   ,"$1,100.00 ","($1,100.00)", $-   ,OM863
6/26/2023,7/1/2023,PG138,48079362,Tuition,,Primary,FD,Monthly,"$1,000.00 ",,,,, $-   ,"$1,000.00 ", $-   ,"$1,000.00 ",PG138
6/26/2023,7/1/2023,PB959,58038458,Tuition,,Infant,FD,Monthly,"$1,155.00 ",,,,, $-   ,"$1,155.00 ", $-   ,"$1,155.00 ",PB959
6/26/2023,7/1/2023,RE896,52226282,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",,,,,"($1,100.00)", $-   , $-   , $-   ,RE896
6/26/2023,7/1/2023,RK773,48085045,Tuition,,Elementary,FD,Monthly,"$1,000.00 ",Sibling / family discount,,,,"($1,000.00)", $-   , $-   , $-   ,RK773
6/26/2023,7/1/2023,RC963,53144513,Tuition,,Primary,FD,Monthly,"$1,000.00 ",,,,, $-   ,"$1,000.00 ", $-   ,"$1,000.00 ",RC963
6/26/2023,7/1/2023,RM957,59848773,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",,,,,"($1,050.00)", $-   , $-   , $-   ,RM957
6/26/2023,7/1/2023,RE750,48079134,Tuition,CCA,Infant,FD,Monthly,$478.00 ,,,,, $-   ,$478.00 , $-   ,$478.00 ,RE750
6/26/2023,7/1/2023,RB437,48080769,Tuition,,Primary,FD,Monthly,"$1,000.00 ",,,,, $-   ,"$1,000.00 ", $-   ,"$1,000.00 ",RB437
6/26/2023,7/1/2023,RA969,48085617,Tuition,,Elementary,FD,Monthly,"$1,000.00 ",Employee discount,,,,"($1,000.00)", $-   , $-   , $-   ,RA969
6/26/2023,7/1/2023,RH251,55682444,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Military Discount, Healthcare Worker,,,($107.25),$992.75 , $-   ,$992.75 ,RH251
6/26/2023,7/1/2023,RK366,53144365,Tuition,,Infant,FD,Monthly,"$1,155.00 ",,,,, $-   ,"$1,155.00 ", $-   ,"$1,155.00 ",RK366
6/26/2023,7/1/2023,RC443,63016100,Tuition,,Infant,FD,Monthly,"$1,155.00 ",Old Price Discount,,,,($55.00),"$1,100.00 ", $-   ,"$1,100.00 ",RC443
6/26/2023,7/1/2023,SR468,54633162,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Healthcare Worker,,,,($55.00),"$1,045.00 ", $-   ,"$1,045.00 ",SR468
6/26/2023,7/1/2023,SP954,50872749,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",,,,, $-   ,"$1,100.00 ", $-   ,"$1,100.00 ",SP954
6/26/2023,7/1/2023,SK411,48085878,Tuition,,Infant,FD,Monthly,"$1,155.00 ",Old Price Discount, Healthcare Worker,,,($110.00),"$1,045.00 ", $-   ,"$1,045.00 ",SK411
6/26/2023,7/1/2023,SS385,61303338,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Friends & Family, Sibling / family discount,,,($97.50),$902.50 , $-   ,$902.50 ,SS385
6/26/2023,7/1/2023,SR805,58050574,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Old Price Discount, Sibling / family discount, Healthcare Worker, Corporate Discount,($185.49),$814.51 ,($814.51), $-   ,SR805
6/30/2023,7/1/2023,SR805,64618330,Tuition,,Primary,FD,Monthly,"$1,000.00 ",Old Price Discount, Healthcare Worker, Corporate Discount,,($142.62),$857.38 , $-   ,$857.38 ,SR805
6/26/2023,7/1/2023,SN870,58038561,Tuition,,Infant,FD,Monthly,"$1,155.00 ",Healthcare Worker,,,,($57.75),"$1,097.25 ", $-   ,"$1,097.25 ",SN870
6/26/2023,7/1/2023,SJ111,58039628,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Healthcare Worker,,,,($55.00),"$1,045.00 ", $-   ,"$1,045.00 ",SJ111
6/26/2023,7/1/2023,SE486,58055618,Tuition,,Elementary,FD,Monthly,"$1,050.00 ",,,,, $-   ,"$1,050.00 ", $-   ,"$1,050.00 ",SE486
6/26/2023,7/1/2023,SW833,62000440,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Old Price Discount,,,,($50.00),"$1,050.00 ", $-   ,"$1,050.00 ",SW833
6/26/2023,7/1/2023,SS200,58053857,Tuition,,Toddler,FD,Monthly,"$1,100.00 ",Healthcare Worker,,,,($55.00),"$1,045.00 ", $-   ,"$1,045.00 ",SS200
6/26/2023,7/1/2023,SJ280,48079638,Tuition,,Primary,FD,Monthly,"$1,000.00 ",,,,, $-   ,"$1,000.00 ", $-   ,"$1,000.00 ",SJ280
6/26/2023,7/1/2023,TL619,54634121,Tuition,,Infant,FD,Monthly,"$1,155.00 ",,,,,($950.00),$205.00 , $-   ,$205.00 ,TL619
