Date,StudentName,FirstName,LastName,SiblingName,ChargeCategory,OriginalCharge,DiscountType,DiscountAmount,Adjustment,BillingAmount,Status,Gender,Age,City,State,Program,Room,Schedule,StartTime,EndTime
7/1/2023,Aurora Johnson,Aurora,Johnson,Avah,Tuition,"$1,000.00",CCA Discount,-$120.00,$0.00,$880.00,Inactive,female,,,,Primary,,FD,7:00 AM,6:00 PM
7/1/2023,Ava Toufexis,Ava,Toufexis,June,Tuition,"$1,100.00",Old Price Discount,-$50.00,$0.00,"$1,050.00",Active,female,3,Garland,Texas,Toddler,Mozart,FD,7:00 AM,6:00 PM
7/1/2023,Avery Coleman,Avery,Coleman,,Tuition,"$1,000.00",Healthcare Worker,-$550.00,$0.00,$450.00,Inactive,female,5,,,Primary,,FD,7:00 AM,6:00 PM
7/1/2023,Avery Mackens,Avery,Mackens,,Tuition,"$1,050.00",Sibling ,-$52.50,$0.00,$997.50,Inactive,female,3,Garland,Texas,Toddler,Monet,5SD,8:30 AM,2:45 PM
7/1/2023,Ayah Shurafa,Ayah,Shurafa,Sarah,Tuition,"$1,000.00",Friends & Family,-$50.00,$0.00,$950.00,Active,female,4,Rowlett,Texas,Primary,Chevalier,FD,7:00 AM,6:00 PM
7/1/2023,Aydin Hawlery,Aydin,Hawlery,Elind,Tuition,"$1,155.00",CCA Discount,-$107.80,$0.00,"$1,047.20",Active,male,3,Wylie,Texas,Toddler,Beethoven,FD,7:00 AM,6:00 PM
7/1/2023,Aydin Jetpuri,Aydin,Jetpuri,Ariana,Tuition,"$1,100.00",Old Price Discount,-$50.00,$0.00,"$1,050.00",Active,male,3,Garland,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
7/1/2023,Brees Umoren,Brees,Umoren,,Tuition,$950.00,Old Price Discount,-$100.00,$0.00,$850.00,Inactive,female,4,,,Primary,,5SD,8:30 AM,2:45 PM
7/1/2023,Cecelia Johnson,Cecelia,Johnson,Avah,Tuition,$700.00,CCA Discount,-$207.20,$0.00,$492.80,Inactive,female,,,,Infant,,FD,7:00 AM,6:00 PM
7/1/2023,Cecelia Johnson,Cecelia,Johnson,Avah,Tuition,"$1,400.00",CCA Discount,-$366.40,$0.00,"$1,033.60",Inactive,female,,,,Infant,,FD,7:00 AM,6:00 PM
7/1/2023,Chidiebere Ekeocha,Chidiebere,Ekeocha,,Tuition,"$1,100.00",Healthcare Worker,-$55.00,$0.00,"$1,045.00",Active,male,3,Rowlett,Texas,Toddler,Mozart,FD,7:00 AM,6:00 PM
7/1/2023,Claire Chen,Claire,Chen,,Tuition,"$1,000.00",,$0.00,$0.00,"$1,000.00",Inactive,female,7,,,Lower Elementary,,5SD,8:30 AM,2:45 PM
7/1/2023,Cleo Tarazona,Cleo,Tarazona,,Tuition,"$1,050.00",CCA Discount,-$130.00,$0.00,$920.00,Active,female,4,Garland,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
7/1/2023,Copelyn McAnally,Copelyn,McAnally,,Tuition,"$1,155.00",CCA Discount,-$179.80,$0.00,$975.20,Active,female,2,Garland,Texas,Toddler,Beethoven,FD,7:00 AM,6:00 PM
7/1/2023,Daniel Tran,Daniel,Tran,Arlo,Tuition,"$1,155.00",,$0.00,$0.00,"$1,155.00",Inactive,male,2,Garland,Texas,Infant,Debussy,FD,7:00 AM,6:00 PM
7/1/2023,Darshan Alagar,Darshan,Alagar,,Tuition,$900.00,Corporate Discount,-$45.00,$0.00,$855.00,Active,male,4,Garland,Texas,Primary,Chevalier,5HD,8:30 AM,12:00 PM
7/1/2023,Dawoud Siddiqui,Dawoud,Siddiqui,Yusuf,Tuition,"$1,155.00",,$0.00,$0.00,"$1,155.00",Inactive,male,1,Richardson,Texas,Infant,Vivaldi,FD,7:00 AM,6:00 PM
7/1/2023,Demi McClure,Demi,McClure,Dessa,Tuition,"$1,000.00",Sibling ,-$97.50,$0.00,$902.50,Active,female,5,Garland,Texas,Primary,Cassatt,FD,7:00 AM,6:00 PM
7/1/2023,Denver Hoeffner,Denver,Hoeffner,,Tuition,"$1,000.00",Sibling ,-$50.00,-$950.00,$0.00,Inactive,male,4,,,Primary,,FD,7:00 AM,6:00 PM
7/1/2023,Dessa McClure,Dessa,McClure,Demi,Tuition,"$1,100.00",Corporate Discount,-$102.50,$0.00,$997.50,Active,female,3,Garland,Texas,Toddler,Monet,FD,7:00 AM,6:00 PM
7/1/2023,Dominik Escobar,Dominik,Escobar,Stefan,Tuition,"$1,050.00",Sibling ,-$52.50,$0.00,$997.50,Active,male,7,Garland,Texas,Lower Elementary,Newton,FD,7:00 AM,6:00 PM
7/1/2023,Easton Taylor,Easton,Taylor,Helios,Tuition,"$1,155.00",CCA Discount,-$428.89,$0.00,$726.11,Active,male,10,Garland,Texas,Upper Elementary,Einstein,FD,7:00 AM,6:00 PM
7/1/2023,Elena Schuerger,Elena,Schuerger,,Tuition,"$1,100.00",,$0.00,$0.00,"$1,100.00",Active,female,3,Richardson,Texas,Toddler,Monet,FD,7:00 AM,6:00 PM
7/1/2023,Elias Nichols,Elias,Nichols,,Tuition,"$1,100.00",Old Price Discount,-$50.00,$0.00,"$1,050.00",Active,male,3,Garland,Texas,Primary,Chevalier,5SD,8:30 AM,2:45 PM
7/1/2023,Elind Hawlery,Elind,Hawlery,Aydin,Tuition,"$1,050.00",CCA Discount,-$70.34,$0.00,$979.66,Active,male,5,Wylie,Texas,Primary,Chevalier,FD,7:00 AM,6:00 PM
7/1/2023,Elizabeth Rhodes,Elizabeth,Rhodes,,Tuition,"$1,000.00",Old Price Discount,-$50.00,$0.00,$950.00,Inactive,female,4,Richardson,Texas,Primary,Chevalier,FD,7:00 AM,6:00 PM
7/1/2023,Elliana Medina Fuentes,Elliana,Medina Fuentes,,Tuition,"$1,100.00",Teacher Discount,-$102.50,$0.00,$997.50,Active,female,3,Richardson,Texas,Toddler,Monet,FD,7:00 AM,6:00 PM
7/1/2023,Emerald Kirkpatrick,Emerald,Kirkpatrick,,Tuition,"$1,000.00",,$0.00,$0.00,"$1,000.00",Inactive,female,5,,,Primary,Cassatt,FD,7:00 AM,6:00 PM
7/1/2023,Emiliana Cammarano,Emiliana,Cammarano,,Tuition,"$1,155.00",,$0.00,$0.00,"$1,155.00",Inactive,female,2,Garland,Texas,Infant,Debussy,FD,7:00 AM,6:00 PM
7/1/2023,Emma Armstrong,Emma,Armstrong,,Tuition,"$1,050.00",,$0.00,$0.00,"$1,050.00",Inactive,female,7,,,Lower Elementary,,FD,7:00 AM,6:00 PM
7/1/2023,Emma Tran,Emma,Tran,Arlo,Tuition,"$1,100.00",,$0.00,$0.00,"$1,100.00",Active,female,3,,,Primary,Van Gogh,FD,7:00 AM,6:00 PM
7/1/2023,Ethan Mai,Ethan,Mai,,Tuition,"$1,000.00",Healthcare Worker,-$50.00,$0.00,$950.00,Active,male,4,Garland,Texas,Primary,Chevalier,FD,7:00 AM,6:00 PM
7/1/2023,Eylan Hoeffner,Eylan,Hoeffner,,Tuition,"$1,100.00",,$0.00,"-$1,100.00",$0.00,Inactive,female,4,,,Primary,,FD,7:00 AM,6:00 PM
7/1/2023,Ezra Mackens,Ezra,Mackens,,Tuition,$950.00,Healthcare Worker,-$47.50,$0.00,$902.50,Inactive,female,4,,,Primary,,5SD,8:30 AM,2:45 PM
7/1/2023,Gabriel Hambric,Gabriel,Hambric,,Tuition,"$1,000.00",,$0.00,$0.00,"$1,000.00",Inactive,male,5,Garland,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
7/1/2023,Genevieve Heake,Genevieve,Heake,,Tuition,"$1,100.00",,$0.00,$0.00,"$1,100.00",Active,female,2,Garland,Texas,Toddler,Mozart,FD,7:00 AM,6:00 PM
7/1/2023,Ghufran Alzobi,Ghufran,Alzobi,Nooran,Tuition,"$1,155.00",CCA Discount,-$428.89,$0.00,$726.11,Active,female,8,Garland,Texas,Lower Elementary,Newton,FD,7:00 AM,6:00 PM
7/1/2023,Grace Hausenfluke,Grace,Hausenfluke,,Tuition,"$1,050.00",,$0.00,$0.00,"$1,050.00",Inactive,female,7,,,Lower Elementary,,FD,7:00 AM,6:00 PM
7/1/2023,Haley Fisher,Haley,Fisher,,Tuition,"$1,050.00",Healthcare Worker,-$52.50,$0.00,$997.50,Inactive,female,7,,,Lower Elementary,,FD,7:00 AM,6:00 PM
7/1/2023,Helios Taylor,Helios,Taylor,Easton,Tuition,"$1,155.00",CCA Discount,-$179.80,$0.00,$975.20,Active,male,2,Garland,Texas,Toddler,Monet,FD,7:00 AM,6:00 PM
7/1/2023,Houston Randle,Houston,Randle,,Tuition,"$1,100.00",,$0.00,$0.00,"$1,100.00",Active,male,2,Garland,Texas,Toddler,Beethoven,FD,7:00 AM,6:00 PM
7/1/2023,Hunter Taylor,Hunter,Taylor,Easton,Tuition,"$1,400.00",CCA Discount,-$369.60,$0.00,"$1,030.40",Active,male,1,Garland,Texas,Infant,Vivaldi,FD,7:00 AM,6:00 PM
7/1/2023,Isha Dissanayake,Isha,Dissanayake,,Tuition,"$1,100.00",Teacher Discount,-$110.00,$0.00,$990.00,Active,female,3,Rowlett,Texas,Toddler,Monet,FD,7:00 AM,6:00 PM
7/1/2023,Isla Kerns,Isla,Kerns,Liam,Tuition,"$1,100.00",Old Price Discount,-$50.00,$0.00,"$1,050.00",Active,female,3,Garland,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
7/1/2023,Iva Ogunyemi,Iva,Ogunyemi,,Tuition,"$1,000.00",Corporate Discount,-$97.50,$0.00,$902.50,Active,female,3,Plano,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
7/1/2023,Ivory Black,Ivory,Black,,Tuition,"$1,050.00",Old Price Discount,-$50.00,$0.00,"$1,000.00",Inactive,female,5,Rowlett,Texas,Primary,Chevalier,5SD,8:30 AM,2:45 PM
7/1/2023,Jasmine Ali,Jasmine,Ali,,Tuition,"$1,000.00",Employee discount,"-$1,000.00",$0.00,$0.00,Inactive,female,4,,,Primary,,FD,7:00 AM,6:00 PM
7/1/2023,Jude Ibrahim,Jude,Ibrahim,,Tuition,$950.00,,$0.00,-$950.00,$0.00,Inactive,male,4,,,Primary,,5SD,8:30 AM,2:45 PM
7/1/2023,Julia Guilbert,Julia,Guilbert,,Tuition,"$1,100.00",,$0.00,$0.00,"$1,100.00",Active,female,2,Richardson,Texas,Toddler,Beethoven,FD,7:00 AM,6:00 PM
7/1/2023,Juliana Fuentes,Juliana,Fuentes,,Tuition,"$1,050.00",CCA Discount,-$130.00,$0.00,$920.00,Active,female,4,Garland,Texas,Primary,Chevalier,FD,7:00 AM,6:00 PM
7/1/2023,June Toufexis,June,Toufexis,Ava,Tuition,"$1,000.00",Sibling ,-$142.62,$0.00,$857.38,Active,female,4,Garland,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
7/1/2023,Kabir Kumar,Kabir,Kumar,,Tuition,"$1,100.00",,$0.00,$0.00,"$1,100.00",Active,male,3,Rowlett,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
7/1/2023,Kareem Alsaleh,Kareem,Alsaleh,,Tuition,"$1,050.00",Sibling ,-$52.50,$0.00,$997.50,Inactive,male,7,,,Lower Elementary,,FD,7:00 AM,6:00 PM
7/1/2023,Kellan Palmer,Kellan,Palmer,,Tuition,"$1,000.00",Financial aid,-$105.00,$0.00,$895.00,Inactive,female,5,,,Primary,,FD,7:00 AM,6:00 PM
7/1/2023,Kellan Palmer,Kellan,Palmer,,Tuition,"$1,050.00",,$0.00,-$855.00,$195.00,Inactive,female,5,,,Primary,,FD,7:00 AM,6:00 PM
7/1/2023,Keyan Jibrin,Keyan,Jibrin,Ameera,Tuition,"$1,000.00",Employee discount,"-$1,000.00",$0.00,$0.00,Inactive,male,9,Richardson,Texas,Upper Elementary,Einstein,FD,7:00 AM,6:00 PM
7/1/2023,Kingston Betters,Kingston,Betters,,Tuition,"$1,000.00",Old Price Discount,-$50.00,$0.00,$950.00,Active,male,4,Garland,Texas,Primary,Chevalier,FD,7:00 AM,6:00 PM
7/1/2023,Laina Miller,Laina,Miller,,Tuition,"$1,100.00",Old Price Discount,-$50.00,$0.00,"$1,050.00",Inactive,female,3,Murphy,Texas,Toddler,Beethoven,FD,7:00 AM,6:00 PM
7/1/2023,Leah Van Beber,Leah,Van Beber,,Tuition,"$1,100.00",,$0.00,$0.00,"$1,100.00",Active,female,3,Richardson,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
7/1/2023,Leila Johnson,Leila,Johnson,Avah,Tuition,$577.50,CCA Discount,-$111.10,$0.00,$466.40,Inactive,female,,,,Toddler,,FD,7:00 AM,6:00 PM
7/1/2023,Leila Johnson,Leila,Johnson,Avah,Tuition,"$1,155.00",CCA Discount,-$222.20,$0.00,$932.80,Inactive,female,,,,Toddler,,FD,7:00 AM,6:00 PM
7/1/2023,Liam Holman,Liam,Holman,,Tuition,"$1,000.00",Old Price Discount,-$50.00,$0.00,$950.00,Inactive,male,4,,,Primary,,FD,7:00 AM,6:00 PM
7/1/2023,Liam Kerns,Liam,Kerns,Isla,Tuition,"$1,000.00",Sibling ,-$97.50,$0.00,$902.50,Active,male,5,Garland,Texas,Primary,Chevalier,FD,7:00 AM,6:00 PM
7/1/2023,Lily Sarkar,Lily,Sarkar,,Tuition,"$1,000.00",,$0.00,$0.00,"$1,000.00",Active,female,3,Garland,Texas,Toddler,Beethoven,5SD,8:30 AM,2:45 PM
7/1/2023,Logan Miller,Logan,Miller,,Tuition,"$1,050.00",Sibling ,-$52.50,-$997.50,$0.00,Inactive,male,7,,,Lower Elementary,,FD,7:00 AM,6:00 PM
7/1/2023,Lucas Salm,Lucas,Salm,,Tuition,$950.00,Healthcare Worker,-$47.50,$0.00,$902.50,Inactive,male,4,,,Primary,,5SD,8:30 AM,2:45 PM
7/1/2023,Majdi ElKhalili,Majdi,ElKhalili,,Tuition,"$1,100.00",,$0.00,$0.00,"$1,100.00",Active,male,4,Richardson,Texas,Primary,Cassatt,FD,7:00 AM,6:00 PM
7/1/2023,Manasvi Manukonda,Manasvi,Manukonda,,Tuition,"$1,100.00",Corporate Discount,-$55.00,$0.00,"$1,045.00",Active,male,3,Richardson,Texas,Toddler,Monet,5SD,8:30 AM,2:45 PM
7/1/2023,Marina Araniti,Marina,Araniti,,Tuition,"$1,100.00",Military Discount,-$55.00,$0.00,"$1,045.00",Inactive,female,5,Richardson,Texas,Primary,Chevalier,FD,7:00 AM,6:00 PM
7/1/2023,Marwah Rahman,Marwah,Rahman,Safiya,Tuition,$580.00,,$0.00,-$580.00,$0.00,Inactive,female,1,,,Infant,Vivaldi,FD,7:00 AM,6:00 PM
7/1/2023,Mason Lee,Mason,Lee,,Tuition,"$1,050.00",Sibling ,-$52.50,$0.00,$997.50,Inactive,male,7,,,Lower Elementary,,FD,7:00 AM,6:00 PM
7/1/2023,Matthew Lee,Matthew,Lee,,Tuition,"$1,000.00",Corporate Discount,-$97.50,-$902.50,$0.00,Inactive,male,4,,,Primary,,FD,7:00 AM,6:00 PM
7/1/2023,Miguel Bonilla,Miguel,Bonilla,,Tuition,"$1,155.00",,$0.00,$0.00,"$1,155.00",Active,male,2,Dallas,Texas,Infant,Debussy,FD,7:00 AM,6:00 PM
7/1/2023,Minnie Attebery,Minnie,Attebery,,Tuition,"$1,100.00",Healthcare Worker,-$55.00,$0.00,"$1,045.00",Active,female,3,Garland,Texas,Toddler,Beethoven,FD,7:00 AM,6:00 PM
7/1/2023,Mira Vayni,Mira,Vayni,,Tuition,"$1,000.00",Friends & Family,-$200.00,$0.00,$800.00,Inactive,female,4,Garland,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
7/1/2023,Mojore Temitope,Mojore,Temitope,,Tuition,"$1,100.00",,$0.00,$0.00,"$1,100.00",Active,male,3,Garland,Texas,Toddler,Monet,FD,7:00 AM,6:00 PM
7/1/2023,Muhammad baari Alikhan,Muhammad,baari Alikhan,,Tuition,$900.00,Old Price Discount,-$50.00,$0.00,$850.00,Active,male,4,Sachse,Texas,Primary,Chevalier,5HD,8:30 AM,12:00 PM
7/1/2023,Muhammad Ruhaan,Muhammad,Ruhaan,,Tuition,"$1,100.00",,$0.00,$0.00,"$1,100.00",Active,male,4,Garland,Texas,Primary,Cassatt,5SD,8:30 AM,2:45 PM
7/1/2023,Mustafa Syed,Mustafa,Syed,,Tuition,$950.00,Healthcare Worker,-$47.50,$0.00,$902.50,Inactive,male,4,,,Primary,,5SD,8:30 AM,2:45 PM
7/1/2023,Nia Johnson,Nia,Johnson,Avah,Tuition,"$1,050.00",Healthcare Worker,-$52.50,$0.00,$997.50,Inactive,female,8,,,Lower Elementary,,FD,7:00 AM,6:00 PM
7/1/2023,Noor Abusaad,Noor,Abusaad,,Tuition,"$1,100.00",Employee discount,"-$1,100.00",$0.00,$0.00,Active,female,3,,,Toddler,Mozart,FD,7:00 AM,6:00 PM
7/1/2023,Nooran Alzobi,Nooran,Alzobi,Ghufran,Tuition,"$1,400.00",CCA Discount,-$369.60,$0.00,"$1,030.40",Active,female,1,Garland,Texas,Infant,Vivaldi,FD,7:00 AM,6:00 PM
7/1/2023,Nyra Dutta Gupta,Nyra,Dutta Gupta,,Tuition,"$1,000.00",,$0.00,$0.00,"$1,000.00",Inactive,female,2,Garland,Texas,Toddler,Beethoven,FD,7:00 AM,6:00 PM
7/1/2023,Nzuh Hussein,Nzuh,Hussein,,Tuition,"$1,155.00",CCA Discount,-$428.89,$0.00,$726.11,Active,female,9,Garland,Texas,Lower Elementary,Newton,FD,7:00 AM,6:00 PM
7/1/2023,Olivia Campos,Olivia,Campos,,Tuition,"$1,000.00",Teacher Discount,-$97.50,$0.00,$902.50,Inactive,female,2,,,Toddler,,3SD,8:30 AM,2:45 PM
7/1/2023,Omar  I. Memon,Omar,I. Memon,,Tuition,"$1,100.00",,$0.00,"-$1,100.00",$0.00,Active,male,3,Dallas,Texas,Primary,Chevalier,FD,7:00 AM,6:00 PM
7/1/2023,Omar Abdelmaksoud,Omar,Abdelmaksoud,,Tuition,"$1,155.00",CCA Discount,-$179.80,$0.00,$975.20,Active,male,3,Richardson,Texas,Toddler,Mozart,FD,7:00 AM,6:00 PM
7/1/2023,Penelope Garza,Penelope,Garza,,Tuition,"$1,000.00",,$0.00,$0.00,"$1,000.00",Active,female,4,Richardson,Texas,Primary,Chevalier,FD,7:00 AM,6:00 PM
7/1/2023,Prince Black,Prince,Black,,Tuition,"$1,155.00",,$0.00,$0.00,"$1,155.00",Inactive,male,1,Rowlett,Texas,Infant,Vivaldi,FD,7:00 AM,6:00 PM
7/1/2023,Rachel Mathews,Rachel,Mathews,,Tuition,"$1,155.00",,$0.00,$0.00,"$1,155.00",Active,female,2,Richardson,Texas,Infant,Debussy,FD,7:00 AM,6:00 PM
7/1/2023,Ragnar Esparza,Ragnar,Esparza,Abigail,Tuition,"$1,050.00",CCA Discount,-$130.00,$0.00,$920.00,Active,male,4,Richardson,Texas,Primary,Cassatt,FD,7:00 AM,6:00 PM
7/1/2023,Rania Ahmed Khalil,Rania,Ahmed Khalil,,Tuition,"$1,000.00",Sibling ,"-$1,000.00",$0.00,$0.00,Active,female,8,Richardson,Texas,Lower Elementary,Newton,FD,7:00 AM,6:00 PM
7/1/2023,Raylan Cotten,Raylan,Cotten,,Tuition,"$1,000.00",,$0.00,$0.00,"$1,000.00",Inactive,male,5,,,Primary,,FD,7:00 AM,6:00 PM
7/1/2023,Reegan Mancha,Reegan,Mancha,,Tuition,"$1,155.00",CCA Discount,-$428.89,$0.00,$726.11,Active,female,11,Garland,Texas,Upper Elementary,Einstein,FD,7:00 AM,6:00 PM
7/1/2023,Reign Esparza,Reign,Esparza,Abigail,Tuition,"$1,400.00",CCA Discount,-$369.60,$0.00,"$1,030.40",Active,male,2,Richardson,Texas,Infant,Debussy,FD,7:00 AM,6:00 PM
7/1/2023,Rhett Brown,Rhett,Brown,Violet,Tuition,"$1,000.00",,$0.00,$0.00,"$1,000.00",Active,male,5,Sachse,Texas,Primary,Cassatt,FD,7:00 AM,6:00 PM
7/1/2023,Rimas Almoustafa,Rimas,Almoustafa,,Tuition,"$1,000.00",Employee discount,"-$1,000.00",$0.00,$0.00,Active,female,11,,,Upper Elementary,Einstein,5SD,8:30 AM,2:45 PM
7/1/2023,Roman Hodges,Roman,Hodges,,Tuition,"$1,100.00",Military Discount,-$107.25,$0.00,$992.75,Active,male,2,Dallas,Texas,Toddler,Beethoven,FD,7:00 AM,6:00 PM
7/1/2023,Rowan Kline,Rowan,Kline,,Tuition,"$1,155.00",,$0.00,$0.00,"$1,155.00",Inactive,female,1,,,Infant,,FD,7:00 AM,6:00 PM
7/1/2023,Rozan Alzobi,Rozan,Alzobi,Ghufran,Tuition,"$1,155.00",CCA Discount,-$428.89,$0.00,$726.11,Active,female,8,Garland,Texas,Lower Elementary,Newton,FD,7:00 AM,6:00 PM
7/1/2023,Ryan Christensen,Ryan,Christensen,,Tuition,"$1,155.00",Old Price Discount,-$55.00,$0.00,"$1,100.00",Inactive,male,1,,,Infant,,FD,7:00 AM,6:00 PM
7/1/2023,Safiya Rahman,Safiya,Rahman,,Tuition,"$1,100.00",Healthcare Worker,-$55.00,$0.00,"$1,045.00",Active,female,3,Plano,Texas,Toddler,Mozart,FD,7:00 AM,6:00 PM
7/1/2023,Samhitha R. Peddolla,Samhitha,R. Peddolla,,Tuition,"$1,100.00",,$0.00,$0.00,"$1,100.00",Active,female,3,Sachse,Texas,Toddler,Mozart,FD,7:00 AM,6:00 PM
7/1/2023,Samuel Kim,Samuel,Kim,,Tuition,"$1,155.00",Healthcare Worker,-$110.00,$0.00,"$1,045.00",Active,male,2,Garland,Texas,Toddler,Monet,FD,7:00 AM,6:00 PM
7/1/2023,Sarah Shurafa,Sarah,Shurafa,Ayah,Tuition,"$1,000.00",Friends & Family,-$97.50,$0.00,$902.50,Active,female,5,Rowlett,Texas,Primary,Cassatt,FD,7:00 AM,6:00 PM
7/1/2023,Sedona Redmond,Sedona,Redmond,,Tuition,"$1,000.00",Healthcare Worker,-$142.62,$0.00,$857.38,Active,female,5,Richardson,Texas,Primary,Cassatt,FD,7:00 AM,6:00 PM
7/1/2023,Sedona Redmond,Sedona,Redmond,,Tuition,"$1,000.00",Sibling ,-$185.49,-$814.51,$0.00,Active,female,5,Richardson,Texas,Primary,Cassatt,FD,7:00 AM,6:00 PM
7/1/2023,Sidi Amadou Njie,Sidi,Amadou Njie,,Tuition,"$1,155.00",Healthcare Worker,-$57.75,$0.00,"$1,097.25",Active,male,2,Richardson,Texas,Toddler,Beethoven,FD,7:00 AM,6:00 PM
7/1/2023,Sophia James,Sophia,James,,Tuition,"$1,100.00",Healthcare Worker,-$55.00,$0.00,"$1,045.00",Active,female,3,Rowlett,Texas,Toddler,Beethoven,FD,7:00 AM,6:00 PM
7/1/2023,Stefan Escobar,Stefan,Escobar,Dominik,Tuition,"$1,050.00",,$0.00,$0.00,"$1,050.00",Active,male,10,Garland,Texas,Upper Elementary,Einstein,FD,7:00 AM,6:00 PM
7/1/2023,Stella Wallace,Stella,Wallace,,Tuition,"$1,100.00",Old Price Discount,-$50.00,$0.00,"$1,050.00",Active,female,2,Richardson,Texas,Toddler,Monet,FD,7:00 AM,6:00 PM
7/1/2023,Steve Smith,Steve,Smith,,Tuition,"$1,100.00",Healthcare Worker,-$55.00,$0.00,"$1,045.00",Active,male,3,Garland,Texas,Primary,Cassatt,FD,7:00 AM,6:00 PM
7/1/2023,Suri Jia,Suri,Jia,,Tuition,"$1,000.00",,$0.00,$0.00,"$1,000.00",Active,female,4,Plano,Texas,Primary,Chevalier,FD,7:00 AM,6:00 PM
7/1/2023,Tooba Khan,Tooba,Khan,,Tuition,$900.00,,$0.00,-$467.72,$432.25,Inactive,female,4,Garland,Texas,Primary,Van Gogh,5SD,8:30 AM,2:45 PM
7/1/2023,Tristan Lindsey,Tristan,Lindsey,,Tuition,"$1,155.00",CCA Discount,-$179.80,$0.00,$975.20,Active,male,2,Garland,Texas,Toddler,Monet,FD,7:00 AM,6:00 PM
7/1/2023,Uhunoman Orhue,Uhunoman,Orhue,,Tuition,"$1,155.00",CCA Discount,-$179.80,$0.00,$975.20,Active,female,3,Garland,Texas,Toddler,Mozart,FD,7:00 AM,6:00 PM
7/1/2023,Victoria Akuba,Victoria,Akuba,,Tuition,"$1,155.00",CCA Discount,-$428.89,$0.00,$726.11,Active,female,5,Garland,Texas,Primary,Cassatt,FD,7:00 AM,6:00 PM
7/1/2023,Violet Brown,Violet,Brown,Rhett,Tuition,"$1,000.00",Sibling ,-$50.00,$0.00,$950.00,Active,female,5,Sachse,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
7/1/2023,Wells Nevill,Wells,Nevill,,Tuition,"$1,155.00",Healthcare Worker,-$110.00,$0.00,"$1,045.00",Inactive,male,1,,,Infant,,FD,7:00 AM,6:00 PM
7/1/2023,Wells Nevill,Wells,Nevill,,Tuition,"$1,400.00",Healthcare Worker,"-$1,096.00",$0.00,$304.00,Inactive,male,1,,,Infant,,FD,7:00 AM,6:00 PM
7/1/2023,Wyatt Morse,Wyatt,Morse,,Tuition,"$1,100.00",Military Discount,-$55.00,$0.00,"$1,045.00",Inactive,male,2,,,Toddler,,FD,7:00 AM,6:00 PM
7/1/2023,Yumnah Shaikh,Yumnah,Shaikh,,Tuition,$505.00,,$0.00,$0.00,$505.00,Active,female,4,Plano,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
7/1/2023,Yusuf Nizami,Yusuf,Nizami,,Tuition,"$1,100.00",Healthcare Worker,-$55.00,$0.00,"$1,045.00",Active,male,3,Murphy,Texas,Primary,Van Gogh,FD,7:00 AM,6:00 PM
7/1/2023,Yusuf Siddiqui,Yusuf,Siddiqui,,Tuition,"$1,000.00",Sibling ,-$97.50,$0.00,$902.50,Active,male,3,Richardson,Texas,Primary,Chevalier,FD,7:00 AM,6:00 PM
7/1/2023,Zain Zebi,Zain,Zebi,,Tuition,"$1,050.00",CCA Discount,-$130.00,$0.00,$920.00,Active,male,4,Garland,Texas,Primary,Cassatt,FD,7:00 AM,6:00 PM
7/1/2023,Zane Kyle Jones,Zane,Kyle Jones,,Tuition,"$1,100.00",Old Price Discount,-$50.00,$0.00,"$1,050.00",Active,male,2,Rockwall,Texas,Toddler,Monet,FD,7:00 AM,6:00 PM
7/1/2023,Zayn Currimbhoy,Zayn,Currimbhoy,,Tuition,"$1,000.00",,$0.00,"-$1,000.00",$0.00,Inactive,male,4,,,Primary,,3SD,8:30 AM,2:45 PM
7/1/2023,Zayn Fawal,Zayn,Fawal,,Tuition,"$1,000.00",,$0.00,$0.00,"$1,000.00",Inactive,male,7,,,Lower Elementary,,5SD,8:30 AM,2:45 PM
7/1/2023,Zayyan Jangda,Zayyan,Jangda,Aaliyan,Tuition,"$1,100.00",,$0.00,$0.00,"$1,100.00",Active,male,3,Garland,Texas,Primary,Chevalier,5SD,8:30 AM,2:45 PM
7/1/2023,Zubair Usman,Zubair,Usman,,Tuition,"$1,100.00",,$0.00,$0.00,"$1,100.00",Active,male,3,Garland,Texas,Toddler,Monet,FD,7:00 AM,6:00 PM
7/1/2023,Zyion Tyler,Zyion,Tyler,,Tuition,"$1,000.00",,$0.00,-$696.00,$304.00,Inactive,male,4,Garland,Texas,Primary,Cassatt,FD,7:00 AM,6:00 PM
8/1/2023,Aaliyan Jangda,Aaliyan,Jangda,Zayyan,Tuition,"$1,000.00",Sibling ,-$97.50,$0.00,$902.50,Active,male,4,Garland,Texas,Primary,Chevalier,5SD,8:30 AM,2:45 PM
